nombre,precio,destino_id
Hotel Victoria Ejecutivo,14317,65
Hotel Riu Guadalajara,16913,65
Hotel Riu Plaza Guadalajara,16773,65
Hotel Becquer,8004,65
Hotel de Autor Baruk,14141,65
Hotel 1970 Posada Guadalajara,2921,65
Hampton Inn Guadalajara Expo,6394,65
One Guadalajara Expo,13418,65
One Guadalajara Tapatío,1070,65
Expo Hotel,13793,65
HOTEL RAMADA ENCORE GUADALAJARA,9690,65
Microtel Inn  Suites by Wyndham Guadalajara Sur,15909,65
City Express Plus,10347,65
Microtel Inn  Suites by Wyndham Guadalajara Sur,14861,65
HOTEL RAMADA ENCORE GUADALAJARA,19211,65
City Express Plus,16947,65
Apartamentos Amueblados Guadalajara,6072,65
El Mante,7222,65
Holiday Inn Express,10722,65
Suites del Real,8133,65
Apartamentos Amueblados Guadalajara,2916,65
Holiday Inn Express,19978,65
El Mante,18766,65
City Express Plus,2997,65
Suites del Real,11276,65
Microtel Inn  Suites by Wyndham Guadalajara Sur,2873,65
HOTEL RAMADA ENCORE GUADALAJARA,2643,65
"Hotel Despacho Velázquez, Olivárez y Berríos",16623,65
Crowne Plaza,17477,65
"Hotel Cedillo, Cervántez y Rosales",18403,65
Hotel Montañez-Villegas e Hijos,6158,65
Hotel Magaña-Rascón,2863,65
Casa del Retoño BB,17640,65
La Villa del Eñsuenoo,3625,65
One Guadalajara Tapatío,7089,65
Hotel El Tapatío,3245,65
Hotel Platinium,3226,65
Hotel San Juan,8707,65
Hotel Monaco,14230,65
Casa del Retoño BB,4928,65
La Villa del Eñsuenoo,19667,65
One Guadalajara Tapatío,9067,65
Hotel El Tapatío,19970,65
Hotel Despacho Ceja-Fierro,2302,65
Hotel Industrias Ledesma y Valdés,3686,65
Hotel Club Véliz-Murillo,14737,65
Hotel San Juan,19521,65
Holiday Inn Express,18130,65
Holiday Inn Express Guadalajara Aeropuerto,11366,65
Casa del Retoño BB,9544,65
La Villa del Eñsuenoo,7693,65
One Guadalajara Tapatío,11295,65
Hotel El Tapatío,8821,65
Hotel Arredondo y Candelaria S. R.L. de C.V.,9703,65
Hotel Fonseca-Torres,13969,65
"Hotel Orosco, Duarte y Ybarra",5288,65
Hotel San Juan,10830,65
Holiday Inn Express,15982,65
Holiday Inn Express Guadalajara Aeropuerto,11360,65
Hotel Melgar y Vaca A.C.,3377,65
"Hotel Club Vélez, Ramón y Estévez",1305,65
"Hotel Proyectos Angulo, Gollum y Preciado",16017,65
Holiday Inn Express,19448,65
Apartamentos Amueblados Guadalajara,4276,65
El Mante,3400,65
Hotel Platinium,18617,65
Casa del Retoño BB,7984,65
Hotel Casa de las Palomas,17576,65
La Villa del Eñsuenoo,9690,65
Casa del Retoño BB,5340,65
La Villa del Eñsuenoo,12436,65
Hotel El Tapatío,3254,65
One Guadalajara Tapatío,9004,65
Hotel Barrios y Salazar S.A.,13108,65
"Hotel Proyectos Ramírez, Almaraz y Salinas",10338,65
Hotel Casas y Valverde S. R.L. de C.V.,6169,65
Holiday Inn Express Guadalajara Aeropuerto,15358,65
Hampton,18800,65
Hotel San Juan,10912,65
Casa del Retoño BB,18332,65
One Guadalajara Tapatío,1256,65
La Villa del Eñsuenoo,19173,65
Hotel El Tapatío,10810,65
Hotel Armas y Cano e Hijos,4394,65
Hotel Laboratorios Paz y Feliciano,5400,65
Hotel Corporacin Cavazos y Aparicio,9666,65
Microtel Inn  Suites by Wyndham Guadalajara Sur,4782,65
HOTEL RAMADA ENCORE GUADALAJARA,4507,65
City Express Plus,19128,65
Hotel El Tapatío,6093,65
Hotel Platinium,9924,65
One Guadalajara Tapatío,10232,65
Hotel Casa de las Palomas,7901,65
Hotel Lozada S.C.,12235,65
Hotel Reyna y Maestas S. R.L. de C.V.,7671,65
Hotel Proyectos Corrales-Cuellar,9650,65
Holiday Inn Express Guadalajara Aeropuerto,17561,65
Hampton,17008,65
Casa del Retoño BB,9228,65
Casa del Retoño BB,2664,65
La Villa del Eñsuenoo,4024,65
One Guadalajara Tapatío,14879,65
"Hotel Club Barrera, Zamudio y Nájera",10066,65
Hotel Corporacin Dávila-Avilés,2444,65
Hotel El Tapatío,1116,65
Hotel Proyectos Valdivia y Sotelo,11929,65
Hotel San Juan,5286,65
Hotel Monaco,9583,65
Hotel Cruz-Sanches y Asociados,6294,65
La Villa del Eñsuenoo,15478,65
Casa del Retoño BB,19077,65
One Guadalajara Tapatío,15014,65
Hotel Fernández-Yáñez y Asociados,19379,65
"Hotel Club Salinas, Godoy y Cervantes",1316,65
Hotel Salas y Santana S.A. de C.V.,4665,65
Hotel El Tapatío,3465,65
Hotel San Juan,5884,65
Hotel Monaco,18877,65
Monaco,2180,65
Hotel de la Crúz-Luna S.A. de C.V.,13098,65
Hotel Ponce y Fuentes S.A. de C.V.,19105,65
Hotel Gallardo y Robles S.A. de C.V.,5852,65
Hotel Platinium,15083,65
Casa del Retoño BB,5176,65
Hotel El Tapatío,2370,65
One Guadalajara Tapatío,11101,65
Hotel Casa de las Palomas,12948,65
La Villa del Eñsuenoo,2307,65
Holiday Inn Express Guadalajara Aeropuerto,12724,65
Hotel Platinium,7883,65
Hotel Casa de las Palomas,9176,65
"Hotel Rendón, Saldaña y Casanova",4368,65
"Hotel Corporacin Gracia, Raya y Guzmán",12589,65
Hotel Zelaya-Zamora e Hijos,19346,65
Hotel Platinium,14316,65
Hotel Casa de las Palomas,6064,65
Hotel Reyna y Salcedo A.C.,8757,65
Hotel Cabrera y Méndez A.C.,6324,65
Hotel Grupo Arriaga-Leyva,6801,65
Hotel Casa de las Palomas,14510,65
Hotel Platinium,1812,65
"Hotel Grupo Cavazos, Macías y Guzmán",6877,65
Hotel Ríos-Duarte,11885,65
Hotel Adame S.C.,14491,65
Suites Internacional,9131,65
Malibu,9742,65
Central Park,6216,65
Hotel de Autor Baruk,4542,65
Hotel Becquer,13535,65
Camino Real Guadalajara,2268,65
Camino Real,16423,65
Hotel Victoria Ejecutivo,8288,65
Hotel 1970 Posada Guadalajara,7539,65
Hotel Riu Guadalajara,16083,65
Holiday Inn Express Expo,12457,65
Presidente InterContinental,11000,65
Crowne Plaza,8457,65
Hotel Platino Expo,8304,65
City Express Plus Guadalajara Expo,1775,65
Hotel Negrón-Sotelo,7328,65
Hotel Celta,14056,65
Fiesta Inn Guadalajara Expo,11756,65
Guadalajara Plaza Ejecutivo López Mateos,10129,65
Guadalajara Plaza Expo,3274,65
One Guadalajara Expo,10146,65
Hampton Inn Guadalajara Expo,12506,65
Guadalajara Plaza Ejecutivo López Mateos,17692,65
Hotel 1970 Posada Guadalajara,14096,65
El Mante,18570,65
"Hotel Vaca, Razo y Arguello",11851,65
Fiesta Inn Guadalajara Expo,1904,65
Hotel Celta,4779,65
Fiesta Inn Guadalajara,9559,65
Crowne Plaza,6851,65
Cypres,9698,65
Hotel and Suites Quinta Magna,2253,65
Camino Real,4552,65
Camino Real Guadalajara,15239,65
Hotel One Guadalajara Periférico Poniente,12327,65
Hotel SR,11278,65
Holiday Inn Express,15299,65
Hotel Intercity,17758,65
Malibu,4789,65
Suites Internacional,13622,65
Camino Real Guadalajara,19893,65
Camino Real,7228,65
Malibu,9346,65
Central Park,2454,65
Cypres,15288,65
Hotel Intercity,1055,65
Suites Internacional,18036,65
Hotel de Autor Baruk,18643,65
Hotel and Suites Quinta Magna,7456,65
Hotel Becquer,12934,65
Rancho Las Adrianas,15132,0
Hotel Camino del Bosque,3292,0
Hotel Zar,11819,0
Cypres,11286,65
Hotel One Guadalajara Periférico Poniente,5083,65
Hotel SR,10840,65
Hotel Intercity,17617,65
Hotel and Suites Quinta Magna,11134,65
Holiday Inn Express,14382,65
Camino Real,11688,65
Camino Real Guadalajara,14185,65
Malibu,10688,65
Suites Internacional,19166,65
Hotel SR,5170,65
Hotel One Guadalajara Periférico Poniente,7286,65
Hotel Intercity,14777,65
Cypres,13423,65
Suites del Real,6702,65
Hotel and Suites Quinta Magna,19648,65
Crowne Plaza,10861,65
Hotel Olmos S.C.,14306,65
Presidente InterContinental,18954,65
Holiday Inn Express,1013,65
Hotel Country Plaza,10957,65
Fiesta Americana,10401,65
NH Guadalajara,7887,65
Wyndham Garden Guadalajara Acueducto,15086,65
Hotel One,11559,65
Hotel Las Pergolas,16236,65
Motel Aruba,15476,65
Motel Jardín,15488,65
Krystal Urban Guadalajara,8002,65
Holiday Inn Express,17750,65
Hotel Intercity,16505,65
Hotel SR,6560,65
Hotel One Guadalajara Periférico Poniente,3778,65
Cypres,10299,65
Hotel Zar,17890,0
Holiday Inn Express,11983,65
Hotel and Suites Quinta Magna,4060,65
Wyndham Garden Guadalajara Acueducto,8696,65
Camino Real,11171,65
Camino Real Guadalajara,8361,65
One Guadalajara Expo,7525,65
Hampton Inn Guadalajara Expo,5828,65
Crowne Plaza,1800,65
Guadalajara Plaza Ejecutivo López Mateos,2514,65
Presidente InterContinental,9023,65
Hotel 1970 Posada Guadalajara,16569,65
Hotel Ávalos-Pichardo S.C.,3386,65
Fiesta Inn Guadalajara Expo,15923,65
Hotel Celta,14580,65
Fiesta Inn Guadalajara,19863,65
hotel Parador San Esteban,7371,0
El Dorado,13582,0
Hotel Fabela,17199,0
Hotel Lugano,14095,0
Hotel Peralta-Gurule S.A. de C.V.,8994,0
Hotel Hacienda Panoaya,5835,42
Hotel San,1181,42
Hotel San Pedro,4492,42
Hacienda Aan Andres,14931,42
Hotel Ayotla,8170,42
Hotel Ayotla,6763,42
HOTEL XANCALLI,17972,42
Hotel Fontana,16222,42
Hotel San José,2645,42
Hotel Villa las Palmas,19265,42
Posada Santa Bertha,9165,42
First Inn Texcoco,4976,42
Iberia,15957,42
Hotel Dubai,5369,42
"Hotel Zarate, Merino y Chavarría",16225,42
Mansión del Quijote,18404,42
Hotel Ayotla,19314,42
Hotel Ayotla,11397,42
Hotel SolLunas,15502,42
Hotel Zafiro,17540,42
Terminos,14983,42
Hotel Ayotla,18952,42
Hotel Ayotla,15611,42
Hotel SolLunas,6215,42
Hotel Zafiro,16554,42
Terminos,15747,42
Xilonen Palace,9493,0
Rea Jilo,9101,0
Hotel Suites LM,10086,0
La Casona,18081,0
Las Carretas,16879,0
Xilonen Palace,8839,0
Rea Jilo,9998,0
Hotel Suites LM,15413,0
Las Carretas,3538,0
La Casona,10362,0
City Express Toluca,8683,53
Holiday Inn Express  Suites Toluca,9903,53
City Suites Toluca,12005,53
Crowne Plaza,11476,53
Holiday Inn Express  Suites Toluca,18699,53
City Express Toluca,3640,53
City Suites Toluca,5534,53
Crowne Plaza,5942,53
Gran Hotel Plaza Imperial,8577,53
Best Western Gran Marqués,13551,53
Hotel Paseo,6007,53
Best Western Gran Marqués,8010,53
Gran Hotel Plaza Imperial,3104,53
Crowne Plaza,14594,53
Hotel Paseo,14356,53
City Suites Toluca,11842,53
Holiday Inn Express  Suites Toluca,18780,53
City Express Toluca,16267,53
"Hotel Regalado, Serna y Fierro",14624,53
Marriott,3040,53
Hotel Laboy y Negrón A.C.,7777,53
Fiesta Americana,14767,64
Hotel Hipodromo,13762,64
Gemalto Polanco,1640,64
Hotel Armenta-Alfaro,19864,64
Metro B Las armas,13464,64
Hotel Castello,16629,64
Hotel Pensil,1193,64
Las Alcobas,12526,64
Hotel Polanco,10784,64
OBELISK SUITES,13779,64
Hotel Castello,14730,64
Fiesta Americana,18636,64
Metro B Las armas,18895,64
Hotel Hipodromo,8226,64
Hotel Villa del Parque  Armas,16998,64
Gemalto Polanco,8190,64
Hotel Rivera-Peña,9943,64
Hotel Pensil,15281,64
Hotel Cintrón y Leiva y Asociados,16913,64
Las Alcobas,1951,64
Metro B Las armas,13742,64
Hotel Castello,12014,64
Hotel Hipodromo,14248,64
Fiesta Americana,6408,64
Hotel Villa del Parque  Armas,16315,64
Hotel Valle-Aranda,5182,64
Hotel Villas Coloniales,18502,64
Hotel Pensil,1883,64
Hotel Corporacin Ceballos y Zelaya,13911,64
Panamá,19493,64
Hotel Rendón y Carrera A.C.,1888,42
Hotel Palacio,3750,42
NH Mexico City Airport T2,15044,64
Hotel Vásquez-Ortega A.C.,5446,42
Hotel Aurora,16128,42
Oasis Airport,6954,64
izZzleep  Hospedaje inteligente  Hotel Aeropuerto Terminal 1,2647,64
Marriott Courtyard,9524,64
Camino Real Aeropuerto,13422,64
Hotel Medellin,11726,42
Hotel Central,7935,42
Hotel Primavera,15899,42
Hotel San Martín,11710,42
Hotel Boutique Yaocalli,12059,42
Hotel el Centro,13423,42
Villas Arqueologicas Teotihuacan,10117,42
Villas Arqueológicas,14813,42
Hotel Quito Del Sol,9266,42
Hotel Tiotihucan,3683,42
SAN VICENTE,16411,0
Hotel Asuncan,1635,0
El Oasis,18675,0
Hotel El Porton inn,2706,0
Hotel,12467,0
Hotel Mexico,8347,39
Mandino,3248,39
Hotel La Huerta,2319,42
Rotamundos,2016,42
Hotel Eden Costa,9102,42
Hotel Posada Maria Sofia,7532,42
Villas Hotel Cholula,1667,42
Hotel Posada Maria Sofia,5993,42
"Hotel Laboratorios Juárez, Solorzano y Medrano",8816,42
Hotel San ángel,5136,42
casa molina,16517,42
Casa Jerusalén,4748,42
"MM Grand Hotel Puebla, Tapestry Collection by Hilton",19480,42
Fiesta Inn Las Ánimas,8142,42
ONE Hotel,16238,42
Hotel Four Points,9396,42
Grand Fiesta Americana,13087,42
Villa Florida,6498,42
Hotel RRU Puebla,4753,42
La Quinta Inn  Suites,6366,42
City Express Puebla Angelópolis,11192,42
Hotel Royal Puebla,4542,42
Fiesta Inn Las Ánimas,19962,42
"MM Grand Hotel Puebla, Tapestry Collection by Hilton",1841,42
Hotel La Huerta,11222,42
Hotel Four Points,19867,42
Rotamundos,13298,42
Grand Fiesta Americana,13997,42
Villa Florida,7498,42
Hotel RRU Puebla,3490,42
City Express Puebla Angelópolis,8957,42
La Quinta Inn  Suites,4339,42
Hotel La Huerta,10882,42
Rotamundos,4966,42
Hotel Eden Costa,19544,42
Hotel Posada Maria Sofia,2345,42
Villas Hotel Cholula,12377,42
Hotel Posada Maria Sofia,18456,42
Hotel Montalvo S.A. de C.V.,15037,42
Hotel San ángel,13142,42
casa molina,3259,42
Casa Jerusalén,17579,42
Hotel México,12181,39
bogh Suites,1414,39
Tehuacan Plaza,14764,39
Hotel Casa Real,17062,39
Casa Cantarranas,4458,39
Hotel Granada,15205,39
Hotel Villablanca,12868,39
"Hotel Laboratorios Gil, Amaya y Galarza",16064,39
Hotel Copacabana,6013,39
Hotel Papagallo,15270,39
Casa Cantarranas,6771,39
Hotel México,18096,39
bogh Suites,9850,39
Tehuacan Plaza,18634,39
Hotel Casa Real,16843,39
Hotel Granada,16232,39
Hotel Villablanca,15272,39
Hotel Copacabana,9794,39
Hotel Arredondo y Orellana e Hijos,11561,39
Hotel Papagallo,9044,39
Hotel Copacabana,3839,39
Hotel Granada,10139,39
bogh Suites,15771,39
Tehuacan Plaza,8990,39
Hotel Casa Real,16227,39
Hotel México,19672,39
Hotel Grupo Olivares y Villanueva,13418,39
Hotel Villablanca,12023,39
Casa Cantarranas,1940,39
Hotel Papagallo,17197,39
Tehuacan Plaza,11650,39
Hotel México,6958,39
bogh Suites,16976,39
Hotel Casa Real,7950,39
Hotel Granada,12626,39
Hotel Corporacin Mondragón-Saavedra,9465,39
Hotel Villablanca,12152,39
Hotel Papagallo,10163,39
Hotel Copacabana,10052,39
Casa Cantarranas,19212,39
Hotel Villablanca,1332,39
Hotel Jurado-Arevalo S.C.,17928,39
Hotel Papagallo,7260,39
Hotel Aldea Del Bazar Tehuacan,3805,39
Aldea del Basar,8908,39
Hotel México,14317,39
Hotel Casa Real,17009,39
Tehuacan Plaza,19192,39
bogh Suites,8874,39
Casa Cantarranas,16600,39
Tehuacan Plaza,17083,39
Hotel México,15685,39
bogh Suites,1565,39
Hotel Casa Real,4049,39
Hotel Granada,10641,39
Hotel Chavarría y Montalvo S.A.,8261,39
Hotel Villablanca,14251,39
Hotel Papagallo,8972,39
Hotel Copacabana,11033,39
Casa Cantarranas,13092,39
Hotel Granada,16507,39
Hotel Copacabana,19136,39
bogh Suites,18397,39
Tehuacan Plaza,12264,39
Hotel Casa Real,14942,39
Hotel México,19035,39
"Hotel Proyectos Vargas, Ibarra y Cardona",11839,39
Hotel Villablanca,12528,39
Hotel Papagallo,15868,39
Casa Cantarranas,9877,39
Hotel Granada,11047,39
Hotel Copacabana,9237,39
bogh Suites,8554,39
Tehuacan Plaza,4953,39
Hotel Casa Real,7310,39
Hotel México,11339,39
Hotel Aguilera y Asociados,4917,39
Hotel Villablanca,18559,39
Hotel Papagallo,7066,39
Casa Cantarranas,7276,39
Hotel Papagallo,8090,39
Hotel Proyectos Alarcón-Vela,16866,39
Hotel Villablanca,10060,39
Hotel Casa Real,18191,39
Hotel Granada,10273,39
Hotel México,4294,39
Tehuacan Plaza,7360,39
bogh Suites,10707,39
Hotel Aldea Del Bazar Tehuacan,8454,39
Aldea del Basar,12825,39
Hotel Granada,6879,39
Hotel Copacabana,10904,39
bogh Suites,1463,39
Tehuacan Plaza,18502,39
Hotel Casa Real,5147,39
Hotel México,9988,39
Hotel Pérez A.C.,2491,39
Hotel Villablanca,2786,39
Hotel Papagallo,19132,39
Casa Cantarranas,10572,39
Hotel Papagallo,5137,39
Hotel Arevalo-Feliciano,17085,39
Hotel Villablanca,4361,39
Hotel Casa Real,1401,39
Hotel Granada,19810,39
Hotel México,10317,39
Tehuacan Plaza,16381,39
bogh Suites,16686,39
Hotel Aldea Del Bazar Tehuacan,15433,39
Aldea del Basar,12164,39
Hotel Aldea Del Bazar Tehuacan,7041,39
Aldea del Basar,2683,39
Hotel Villablanca,9273,39
Hotel Papagallo,16654,39
Hotel Grupo Becerra y Barrera,4738,39
Hotel México,3141,39
Hotel Casa Real,14130,39
Tehuacan Plaza,17113,39
bogh Suites,3427,39
Casa Cantarranas,19907,39
Hotel Aldea Del Bazar Tehuacan,2756,39
Aldea del Basar,5971,39
Hotel Villablanca,5888,39
Hotel Papagallo,19443,39
"Hotel Amaya, Espinoza y Niño",10956,39
Hotel México,3791,39
Hotel Casa Real,9132,39
Tehuacan Plaza,4881,39
bogh Suites,19286,39
Casa Cantarranas,14637,39
Homewood Suites,8395,32
Fujitaya,18123,32
Four Points by Sheraton,13464,32
Mision Grand Juriquilla,15762,32
Fairfield Inn  Suites Querétaro Juriquilla,15507,32
Hacienda Jurica,10743,32
Ramada Encore,15051,32
Hotel Zar,11006,32
Holiday Inn,19632,32
Staybridge Hotel,2973,32
Fiesta Inn Chetumal,4251,0
Hotel Marlon,7808,0
The Downtown Hostel,7914,0
Hotel Grand Marlon,9671,0
Hotel Urban 101,3660,0
Hotel  Suites Arges,6146,0
Hotel ABH Chetumal,8859,0
Hotel Noor,6695,0
Los Cocos,19087,0
Hotel Rosa del Alba,3459,0
Fiesta Inn Chetumal,6129,0
Hotel Noor,1087,0
The Downtown Hostel,14386,0
Hotel Grand Marlon,15762,0
Hotel Marlon,16398,0
Hotel Urban 101,10543,0
Casa Blanca,2069,0
Hotel  Suites Arges,8585,0
Hotel ABH Chetumal,10440,0
Los Cocos,10264,0
Fiesta Inn Chetumal,15877,0
The Downtown Hostel,3332,0
Hotel Grand Marlon,8648,0
Hotel Marlon,9668,0
Casa Blanca,7482,0
Hotel Urban 101,14930,0
Hotel  Suites Arges,4760,0
Hotel Noor,18844,0
Hotel ABH Chetumal,8366,0
Los Cocos,5882,0
Hotel Villaseñor-Chacón,9704,2
Ibis Cancun Centro,5660,2
Hotel Colonial San Carlos,3339,2
Casa Kosan,2954,2
Hostal bambú,6436,2
Soberanis,11079,2
Hotel Adhara,19651,2
