nombre,estado,municipio,ciudad,cp,lat,lon,id
Diagonal Cadena,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.03119995720468,-109.79886899909658,100033
Privada Norte Godínez,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.81051313930818,-110.00298109041688,100034
Calzada Norte Madrigal,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.761297504661723,-109.92454305173868,100035
Ampliación Tamaulipas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.978955417378238,-110.03897473136009,100036
Avenida Omán,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.786729026871722,-109.91120438802616,100037
Continuación Sur Laboy,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.0311407177607,-109.83837513707654,100038
Ampliación Burgos,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.861565935999177,-109.86512017291575,100039
Peatonal Irán,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.878363965245164,-110.00073020362687,100040
Viaducto Distrito Federal,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.922147189906315,-110.0064232855691,100041
Viaducto Norte Barajas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.960397502895507,-110.06122039459957,100042
Circunvalación Distrito Federal,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.0089717280812,-110.05738564803563,100043
Ampliación Oaxaca,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.80244417835854,-110.03772020840799,100044
Andador Finlandia,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.91827612791069,-110.00230088243337,100045
Andador Zacatecas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.794819572595802,-110.04904213944678,100046
Diagonal Barrientos,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.865441128335917,-109.80363224052172,100047
Boulevard Jalisco,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.753284455704645,-109.84703165169881,100048
Callejón Rascón,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.813458426854492,-110.01919314929894,100049
Calle El Salvador,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.792604571451918,-109.93201901811169,100050
Andador Baja California,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.875690238417107,-109.80442828647621,100051
Continuación Villegas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.942574766079527,-109.9070718598079,100052
Retorno Sur Escobedo,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.030325834562603,-109.80847736498743,100053
Cerrada Nieves,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.887923093750736,-109.80337187391032,100054
Viaducto Colima,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.855159798072616,-109.76476116999048,100055
Diagonal Sur Archuleta,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.825168153263014,-109.85715071884795,100056
Callejón Luxemburgo,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.94568721982424,-109.92432514827061,100057
Periférico Carvajal,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.04387539679013,-109.8947223069388,100058
Circunvalación Murillo,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.752181287330394,-109.89312316977313,100059
Continuación Guinea,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.784266872940638,-109.77261075095217,100060
Peatonal Albania,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.755815226465216,-110.05831252371976,100061
Pasaje Distrito Federal,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.772252116463083,-109.79516805947857,100062
Calzada Tlaxcala,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.7466057319325,-110.05382531024165,100063
Boulevard Montemayor,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.901178868970227,-109.78095399752434,100064
Eje vial Brunei Darussalam,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.810267904837072,-109.9534085290268,100065
Andador México,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.880200263222545,-109.78277413385423,100066
Pasaje Côte d'Ivoire,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.88053976723795,-109.76055457892657,100067
Callejón Querétaro,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.905931409312522,-109.91817689790439,100068
Callejón Ordóñez,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.01576493557966,-109.79869352240495,100069
Periférico Andorra,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.874107463362467,-109.9062302520763,100070
Pasaje Sinaloa,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.736391794288693,-109.81858667676305,100071
Calle Chiapas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.034346001256676,-110.03708684339412,100072
Peatonal Mali,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.97146173887392,-110.030316668872,100073
Pasaje Norte Ulibarri,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.963524299884416,-110.01490886005521,100074
Privada Niño,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.895619298591356,-109.99970119933764,100075
Continuación Sur de la Fuente,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.763423909668077,-109.94451575277961,100076
Avenida Sinaloa,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.84062649235363,-110.03819770857545,100077
Diagonal República Centroafricana,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.97108229067134,-109.90352226523956,100078
Callejón Campeche,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.769688041788587,-109.77764369950508,100079
Periférico Guatemala,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.90847729254577,-109.81298959363647,100080
Viaducto Norte Enríquez,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.87142014812185,-110.06667476538597,100081
Continuación Guanajuato,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.021544283688474,-110.01283550773128,100082
Ampliación Senegal,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.84706556307668,-109.90089727387397,100083
Pasaje Zambia,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.973721235565936,-109.78381557677774,100084
Privada Baja California,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.04627433053791,-109.82061304961907,100085
Retorno Brito,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.791283812293827,-109.78422406552271,100086
Privada Tlaxcala,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.990603644459885,-109.80355951091991,100087
Callejón Norte Montero,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.784831709753835,-109.85565097979523,100088
Retorno Segovia,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.00863824042809,-110.00888121038538,100089
Avenida Chile,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.845779095822696,-109.8174883580891,100090
Viaducto Rendón,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.741461019104467,-110.01825846773514,100091
Viaducto Hidalgo,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.043292913295478,-109.990740002329,100092
Peatonal Sudán,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.951334197875287,-109.81008842775293,100093
Calzada Cabo Verde,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.77079776059246,-109.76953180447288,100094
Retorno Veracruz de Ignacio de la Llave,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.746130703153046,-109.88915719840392,100095
Circuito Chacón,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.873534442838597,-109.76510452821869,100096
Calle Norte Escalante,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.794713607840738,-110.06585630921177,100097
Andador Durango,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.030072452959708,-109.90775536093031,100098
Continuación Sur Acuña,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.850439270970007,-110.05766838043958,100099
Corredor Norte Nieves,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.933298131182852,-109.86777600759503,100100
Calzada Dominicana,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.89616760129129,-109.86665427068617,100101
Corredor Sepúlveda,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.911300392853377,-110.01867117024315,100102
Corredor Zacatecas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.950630142487277,-109.79116222536557,100103
Periférico República Democrática del Congo,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.863832454002612,-109.8132679458227,100104
Privada Baja California Sur,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.871452607996748,-109.89446487001739,100105
Andador Barreto,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.875259925388146,-109.86385928537916,100106
Andador Posada,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.944720638399495,-109.98924835040224,100107
Privada Gallegos,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.841148641731138,-109.81816449134827,100108
Viaducto Sevilla,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.805773413119134,-110.0163384215275,100109
Circunvalación Baja California,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.048747927290194,-109.88445232862058,100110
Avenida Mozambique,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.866509523519273,-109.87853507816394,100111
Cerrada Tlaxcala,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.892089094083342,-110.0019849793349,100112
Andador Sur Córdova,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.01953954438764,-109.80471901906479,100113
Continuación Alvarez,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.803917563779944,-109.82274484602459,100114
Retorno Distrito Federal,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.749958283245007,-110.00031655050881,100115
Circunvalación Sur Ureña,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.77655691377825,-109.93137416400056,100116
Callejón Jalisco,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.924433141910217,-109.77604732529818,100117
Periférico Norte Camacho,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.99469048234614,-109.79461350517087,100118
Periférico Reino Unido de Gran Bretaña e Irlanda del Norte,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.876580755864545,-110.02912946958624,100119
Prolongación República de Moldova,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.816829695508808,-110.0009432839969,100120
Ampliación República Democrática Popular Lao,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.888959445462486,-110.00350132357931,100121
Diagonal Chihuahua,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.808926344964686,-109.97258878828119,100122
Circunvalación República Democrática del Congo,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.77816809968517,-110.00605632648698,100123
Pasaje Alemania,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.754441632228442,-109.94962820170669,100124
Avenida República Unida de Tanzanía,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.75381342738675,-109.81353482581105,100125
Andador Guinea,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.036628250748834,-110.07380977384393,100126
Calzada Norte Enríquez,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.85561032925687,-110.07817325325313,100127
Diagonal Sur Ornelas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,23.006991744182116,-109.77496229168956,100128
Pasaje Barbados,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.989846214701206,-109.79276036883225,100129
Pasaje Zacatecas,Baja California Sur,Los Cabos,Cabo San Lucas,23470,22.873355912334926,-110.07077205761705,100130
Diagonal Manzanares,Quintana Roo,Benito Juárez,Cancún,unkwown,21.14568502562395,-86.78121150180257,100131
Viaducto Norte Alcala,Quintana Roo,Benito Juárez,Cancún,unkwown,21.09973103873521,-86.7642675281281,100132
Retorno Letonia,Quintana Roo,Benito Juárez,Cancún,unkwown,20.990883123297163,-86.88628175425183,100133
Avenida Norte Chacón,Quintana Roo,Benito Juárez,Cancún,unkwown,20.98274380141736,-86.89891104035961,100134
Circuito Francia,Quintana Roo,Benito Juárez,Cancún,unkwown,21.05218962251856,-86.77122868040279,100135
Circuito Barela,Quintana Roo,Benito Juárez,Cancún,unkwown,21.03158213276105,-86.97472354079736,100136
Diagonal Sur Alvarez,Quintana Roo,Benito Juárez,Cancún,unkwown,20.983179258382894,-86.75279076336666,100137
Boulevard Norte Lozada,Quintana Roo,Benito Juárez,Cancún,unkwown,21.1594795265722,-86.82936022288824,100138
Calle Téllez,Quintana Roo,Benito Juárez,Cancún,unkwown,21.018788839644163,-86.99041833692574,100139
Retorno Maya,Quintana Roo,Benito Juárez,Cancún,unkwown,21.08508763950174,-86.96643735892465,100140
Privada Libia,Quintana Roo,Benito Juárez,Cancún,unkwown,21.139708855611616,-86.79998814381258,100141
Callejón Sur Caldera,Quintana Roo,Benito Juárez,Cancún,unkwown,21.203606538282333,-86.81237049252877,100142
Privada Eritrea,Quintana Roo,Benito Juárez,Cancún,unkwown,21.2038449498236,-86.96804206023134,100143
Periférico Norte Leal,Quintana Roo,Benito Juárez,Cancún,unkwown,21.109807160644145,-86.76398761949793,100144
Callejón Sur Moreno,Quintana Roo,Benito Juárez,Cancún,unkwown,20.98896065797908,-86.81944743990235,100145
Calle Cortés,Quintana Roo,Benito Juárez,Cancún,unkwown,21.13915951719625,-86.91868601085973,100146
Circuito Sur Prado,Quintana Roo,Benito Juárez,Cancún,unkwown,21.163104960210877,-86.85125268533228,100147
Peatonal Hidalgo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.074162848468823,-86.90108773050048,100148
Diagonal Norte Fonseca,Quintana Roo,Benito Juárez,Cancún,unkwown,20.97364465832774,-86.88846381172817,100149
Privada Burundi,Quintana Roo,Benito Juárez,Cancún,unkwown,21.202893941561786,-86.83348493258245,100150
Retorno Camarillo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.07588176259655,-86.80843237534485,100151
Corredor Norte Saldaña,Quintana Roo,Benito Juárez,Cancún,unkwown,21.119506701721665,-86.76103072835949,100152
Eje vial Norte Quiroz,Quintana Roo,Benito Juárez,Cancún,unkwown,21.075902882433613,-86.80913874576144,100153
Periférico Ocasio,Quintana Roo,Benito Juárez,Cancún,unkwown,21.17144762076515,-86.9735101573395,100154
Calzada Hidalgo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.152042859992438,-86.85025347031943,100155
Prolongación Sur López,Quintana Roo,Benito Juárez,Cancún,unkwown,20.97752486098083,-86.77854651984164,100156
Cerrada Valentín,Quintana Roo,Benito Juárez,Cancún,unkwown,21.05637848664173,-86.92971367400135,100157
Boulevard Norte Rentería,Quintana Roo,Benito Juárez,Cancún,unkwown,21.140124438519322,-86.92514341748806,100158
Eje vial Trinidad y Tabago,Quintana Roo,Benito Juárez,Cancún,unkwown,20.991285823826644,-86.81193238984406,100159
Continuación Guanajuato,Quintana Roo,Benito Juárez,Cancún,unkwown,21.137567655941037,-86.8308529542216,100160
Circuito Sur Laureano,Quintana Roo,Benito Juárez,Cancún,unkwown,20.993084832409274,-86.93908980828779,100161
Corredor Yucatán,Quintana Roo,Benito Juárez,Cancún,unkwown,21.131124128037886,-86.90148323041633,100162
Calzada Hidalgo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.07346789667247,-86.8053355343262,100163
Andador Huerta,Quintana Roo,Benito Juárez,Cancún,unkwown,21.036090274512002,-86.93148623455349,100164
Diagonal Sur Saavedra,Quintana Roo,Benito Juárez,Cancún,unkwown,21.04688171116203,-86.80611467801903,100165
Circunvalación Sur de la Rosa,Quintana Roo,Benito Juárez,Cancún,unkwown,21.01689811524783,-86.80720555261081,100166
Corredor Madera,Quintana Roo,Benito Juárez,Cancún,unkwown,21.206718921420084,-86.86178685149484,100167
Boulevard Sur Soto,Quintana Roo,Benito Juárez,Cancún,unkwown,21.171906378917505,-86.92004723418994,100168
Retorno Sur Carrero,Quintana Roo,Benito Juárez,Cancún,unkwown,20.974006428059496,-86.8593639391166,100169
Cerrada Croacia,Quintana Roo,Benito Juárez,Cancún,unkwown,21.104381943238646,-86.81771206034166,100170
Ampliación México,Quintana Roo,Benito Juárez,Cancún,unkwown,20.99539012608175,-86.99248830353446,100171
Cerrada Salcido,Quintana Roo,Benito Juárez,Cancún,unkwown,21.077086274513785,-86.94858755008379,100172
Diagonal Norte Armendáriz,Quintana Roo,Benito Juárez,Cancún,unkwown,20.998170584121024,-86.97894856472467,100173
Eje vial Norte Curiel,Quintana Roo,Benito Juárez,Cancún,unkwown,21.12277892570564,-86.98194189690783,100174
Cerrada Figueroa,Quintana Roo,Benito Juárez,Cancún,unkwown,21.20007420941549,-86.97388819986011,100175
Prolongación Tamaulipas,Quintana Roo,Benito Juárez,Cancún,unkwown,21.155419974868042,-86.84095080276325,100176
Peatonal Valdez,Quintana Roo,Benito Juárez,Cancún,unkwown,21.158140130686213,-86.89858601285664,100177
Continuación Sur Pizarro,Quintana Roo,Benito Juárez,Cancún,unkwown,21.178564854063445,-86.74306883773001,100178
Calle Baja California,Quintana Roo,Benito Juárez,Cancún,unkwown,20.985148561202113,-86.75070179983375,100179
Andador Grecia,Quintana Roo,Benito Juárez,Cancún,unkwown,21.121828528995998,-86.92810820232442,100180
Calle Padrón,Quintana Roo,Benito Juárez,Cancún,unkwown,21.01261180832443,-86.97646871251416,100181
Retorno Tuvalu,Quintana Roo,Benito Juárez,Cancún,unkwown,21.137268271172942,-86.87574656183496,100182
Ampliación Norte Bernal,Quintana Roo,Benito Juárez,Cancún,unkwown,21.14152006732412,-86.8162911602208,100183
Pasaje Quintana Roo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.19397758188102,-86.79464910328905,100184
Calzada Baja California,Quintana Roo,Benito Juárez,Cancún,unkwown,21.073379680558748,-86.85670402933987,100185
Calle Indonesia,Quintana Roo,Benito Juárez,Cancún,unkwown,21.170456317439324,-86.97740107902465,100186
Eje vial Polanco,Quintana Roo,Benito Juárez,Cancún,unkwown,21.114460959765843,-86.78536065244792,100187
Cerrada Sur Ontiveros,Quintana Roo,Benito Juárez,Cancún,unkwown,21.0006529212686,-86.81994140480812,100188
Ampliación Norte Padilla,Quintana Roo,Benito Juárez,Cancún,unkwown,21.091594467516472,-86.869654284943,100189
Corredor Sur Zamudio,Quintana Roo,Benito Juárez,Cancún,unkwown,21.185638704632865,-86.80824396006837,100190
Circuito Aguascalientes,Quintana Roo,Benito Juárez,Cancún,unkwown,20.99266739138775,-86.7502420426483,100191
Circuito Norte Apodaca,Quintana Roo,Benito Juárez,Cancún,unkwown,21.112545718808935,-86.99032511667943,100192
Diagonal Vera,Quintana Roo,Benito Juárez,Cancún,unkwown,21.1099160279083,-86.80095470839503,100193
Prolongación San Luis Potosí,Quintana Roo,Benito Juárez,Cancún,unkwown,21.128113718846375,-86.76193499324042,100194
Diagonal Zacatecas,Quintana Roo,Benito Juárez,Cancún,unkwown,21.075977956671352,-86.7879103800032,100195
Cerrada Gambia,Quintana Roo,Benito Juárez,Cancún,unkwown,21.054718864617058,-86.9105930618899,100196
Pasaje Botello,Quintana Roo,Benito Juárez,Cancún,unkwown,21.05032859589529,-86.81866705009516,100197
Viaducto Oaxaca,Quintana Roo,Benito Juárez,Cancún,unkwown,21.16729730611288,-86.85529229590145,100198
Ampliación Tamaulipas,Quintana Roo,Benito Juárez,Cancún,unkwown,21.031612917209774,-86.96604651958506,100199
Calle Toledo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.170044318507458,-86.99532347282339,100200
Callejón Fuentes,Quintana Roo,Benito Juárez,Cancún,unkwown,21.07050446484454,-86.94776644441663,100201
Callejón Norte de León,Quintana Roo,Benito Juárez,Cancún,unkwown,21.121802829599744,-86.80175020216755,100202
Privada San Luis Potosí,Quintana Roo,Benito Juárez,Cancún,unkwown,21.002263136222634,-86.92214339976995,100203
Diagonal Arriaga,Quintana Roo,Benito Juárez,Cancún,unkwown,20.999945064125814,-86.74737591097586,100204
Continuación Solano,Quintana Roo,Benito Juárez,Cancún,unkwown,21.14220360536786,-86.91634747429708,100205
Corredor Congo,Quintana Roo,Benito Juárez,Cancún,unkwown,20.99312251549418,-86.7425010356031,100206
Boulevard Sur Flórez,Quintana Roo,Benito Juárez,Cancún,unkwown,21.19957493807077,-86.83039205823653,100207
Peatonal Túnez,Quintana Roo,Benito Juárez,Cancún,unkwown,21.09362546097485,-86.92586881498754,100208
Diagonal Preciado,Quintana Roo,Benito Juárez,Cancún,unkwown,21.029517098287545,-86.85499423002047,100209
Continuación Reynoso,Quintana Roo,Benito Juárez,Cancún,unkwown,21.09347286188189,-86.77130871038318,100210
Privada Guerrero,Quintana Roo,Benito Juárez,Cancún,unkwown,21.15741031125992,-86.77766402069803,100211
Privada República Federal Democrática de Nepal,Quintana Roo,Benito Juárez,Cancún,unkwown,21.03518507133388,-86.99496272491191,100212
Cerrada Tabasco,Quintana Roo,Benito Juárez,Cancún,unkwown,21.110804943019815,-86.82727202137431,100213
Ampliación San Luis Potosí,Quintana Roo,Benito Juárez,Cancún,unkwown,21.100808682450786,-86.9075790195648,100214
Peatonal Espinoza,Quintana Roo,Benito Juárez,Cancún,unkwown,21.061790968124352,-86.75765469866688,100215
Eje vial Sauceda,Quintana Roo,Benito Juárez,Cancún,unkwown,21.108840223136472,-86.93603737536016,100216
Callejón Sinaloa,Quintana Roo,Benito Juárez,Cancún,unkwown,21.04751722689133,-86.87496502075467,100217
Avenida República de Corea,Quintana Roo,Benito Juárez,Cancún,unkwown,21.063935327133294,-86.8263159200602,100218
Callejón Quintana Roo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.090350816059296,-86.98617372291832,100219
Prolongación Sur Garrido,Quintana Roo,Benito Juárez,Cancún,unkwown,21.050858366665683,-86.97001497319624,100220
Eje vial Macías,Quintana Roo,Benito Juárez,Cancún,unkwown,21.097755002898765,-86.87905876916868,100221
Circunvalación Norte Ávalos,Quintana Roo,Benito Juárez,Cancún,unkwown,21.18116803476934,-86.74818965745989,100222
Ampliación Aguilera,Quintana Roo,Benito Juárez,Cancún,unkwown,21.052446085356802,-86.81891425270095,100223
Retorno Villanueva,Quintana Roo,Benito Juárez,Cancún,unkwown,21.176672770831733,-86.77640647102989,100224
Continuación Norte Sepúlveda,Quintana Roo,Benito Juárez,Cancún,unkwown,21.122139022772668,-86.76923930145024,100225
Diagonal Mayorga,Quintana Roo,Benito Juárez,Cancún,unkwown,20.979265528990112,-86.97816356949656,100226
Retorno Posada,Quintana Roo,Benito Juárez,Cancún,unkwown,21.211752714941213,-86.80512357138917,100227
Ampliación Tamaulipas,Quintana Roo,Benito Juárez,Cancún,unkwown,21.154434983921206,-86.81606074367745,100228
Ampliación Norte Covarrubias,Quintana Roo,Benito Juárez,Cancún,unkwown,21.13838776355131,-86.76516157190267,100229
Privada Sur Puente,Quintana Roo,Benito Juárez,Cancún,unkwown,21.041518777203517,-86.8999984365999,100230
Calle Sur Franco,Quintana Roo,Benito Juárez,Cancún,unkwown,21.070215327564103,-86.82169582511118,100231
Prolongación Nazario,Quintana Roo,Benito Juárez,Cancún,unkwown,20.98967922591874,-86.77347358177416,100232
Calzada Oaxaca,Quintana Roo,Benito Juárez,Cancún,unkwown,21.090916265883145,-86.84685884775341,100233
Ampliación Oaxaca,Quintana Roo,Benito Juárez,Cancún,unkwown,21.08170486716774,-86.82551190122363,100234
Eje vial Sur Alcántar,Quintana Roo,Benito Juárez,Cancún,unkwown,21.188488566048203,-86.82276452603395,100235
Privada Norte Murillo,Quintana Roo,Benito Juárez,Cancún,unkwown,21.199133646076593,-86.74367584388467,100236
Viaducto Sur Salazar,Quintana Roo,Benito Juárez,Cancún,unkwown,21.13749612805233,-86.8790823043436,100237
Andador Guyana,Quintana Roo,Benito Juárez,Cancún,unkwown,21.176913139215262,-86.96841079002931,100238
